id,country,league,start_season_date,end_season_date,round,path,disp_valid_flg,register_id,register_time,update_id,update_time
38,コロンビア,プリメーラ B - アペルトゥーラ：クアルドラングラル,2025-09-15 00:00:00+09,2025-09-23 00:00:00+09,11,https://www.flashscore.co.jp/soccer/colombia/primera-b/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
39,ジャマイカ,プレミアリーグ - プレーオフ,2025-09-15 00:00:00+09,2025-11-17 00:00:00+09,13,https://www.flashscore.co.jp/soccer/jamaica/premier-league/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
40,スコットランド,プレミアシップ - チャンピオンシップグループ,2025-03-01 00:00:00+09,2025-12-31 00:00:00+09,33,https://www.flashscore.co.jp/soccer/scotland/premiership/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
41,スペイン,ラ・リーガ,2025-05-01 00:00:00+09,2025-12-22 00:00:00+09,38,https://www.flashscore.co.jp/soccer/spain/laliga/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
42,スペイン,ラ・リーガ 2部,2025-05-01 00:00:00+09,2025-12-22 00:00:00+09,42,https://www.flashscore.co.jp/soccer/spain/laliga2/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
43,セルビア,スーペルリーガ - チャンピオンシップグループ,2025-01-02 00:00:00+09,2025-12-21 00:00:00+09,30,https://www.flashscore.co.jp/soccer/serbia/super-liga/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
44,タンザニア,プレミアリーグ - 降格戦,2025-01-22 00:00:00+09,2025-12-15 00:00:00+09,30,https://www.flashscore.co.jp/soccer/tanzania/ligi-kuu-bara/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
45,チュニジア,チュニジア･プロリーグ,2025-09-15 00:00:00+09,2025-11-23 00:00:00+09,15,https://www.flashscore.co.jp/soccer/tunisia/ligue-professionnelle-1/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
46,トルコ,スュペル・リグ,2025-01-19 00:00:00+09,2025-12-22 00:00:00+09,34,https://www.flashscore.co.jp/soccer/turkey/super-lig/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
47,トルコ,スュペル・リグ｜女子,2025-01-25 00:00:00+09,2025-12-28 00:00:00+09,30,https://www.flashscore.co.jp/soccer/turkey/super-lig-women/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
48,ドイツ,ブンデスリーガ,2025-10-01 00:00:00+09,2025-12-20 00:00:00+09,34,https://www.flashscore.co.jp/soccer/germany/bundesliga/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
49,ドイツ,2.ブンデスリーガ,2025-01-18 00:00:00+09,2025-12-21 00:00:00+09,34,https://www.flashscore.co.jp/soccer/germany/2-bundesliga/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
50,ドイツ,ブンデスリーガ｜女子,2025-01-25 00:00:00+09,2025-12-21 00:00:00+09,26,https://www.flashscore.co.jp/soccer/germany/bundesliga-women/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
51,ドイツ,2.ブンデスリーガ｜女子,2025-01-02 00:00:00+09,2025-12-21 00:00:00+09,26,https://www.flashscore.co.jp/soccer/germany/2-bundesliga-women/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
52,フランス,リーグ・アン - 降格プレーオフ,2025-05-01 00:00:00+09,2025-12-15 00:00:00+09,34,https://www.flashscore.co.jp/soccer/france/ligue-1/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
53,ブラジル,セリエ A ベターノ,2025-03-30 00:00:00+09,2025-12-22 00:00:00+09,38,https://www.flashscore.co.jp/soccer/brazil/serie-a-betano/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
54,ブラジル,セリエ B,2025-05-04 00:00:00+09,2025-11-23 00:00:00+09,38,https://www.flashscore.co.jp/soccer/brazil/serie-b/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
55,ブラジル,セリエ C,2025-09-15 00:00:00+09,2025-12-10 00:00:00+09,6,https://www.flashscore.co.jp/soccer/brazil/serie-c/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
56,ブルガリア,パルヴァ・リーガ,2025-08-02 00:00:00+09,2026-07-12 00:00:00+09,30,https://www.flashscore.co.jp/soccer/bulgaria/parva-liga/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
57,ベルギー,ジュピラー･プロリーグ - カンファレンスリーグ・グループ,2025-01-18 00:00:00+09,2025-12-28 00:00:00+09,30,https://www.flashscore.co.jp/soccer/belgium/jupiler-league/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
58,ベルギー,ジュピラー･プロリーグ - カンファレンスリーグ・グループ,2025-11-01 00:00:00+09,2025-12-21 00:00:00+09,30,https://www.flashscore.co.jp/soccer/belgium/national-division-1-vv/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
59,ペルー,リーガ 1 - アペルトゥラ,2025-09-15 00:00:00+09,2026-06-10 00:00:00+09,13,https://www.flashscore.co.jp/soccer/peru/liga-1/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
60,ボリビア,LFPB - スーパーファイナル,2025-09-15 00:00:00+09,2025-10-30 00:00:00+09,23,https://www.flashscore.co.jp/soccer/bolivia/division-profesional/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
61,ボリビア,ナシオナル B - 第2ステージ,2025-09-15 00:00:00+09,2025-09-17 00:00:00+09,4,https://www.flashscore.co.jp/soccer/bolivia/copa-simon-bolivar/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
62,ボリビア,コパ・パセーニャ,2025-01-10 00:00:00+09,2025-01-11 00:00:00+09,13,https://www.flashscore.co.jp/soccer/bolivia/copa-pacena/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
63,ポルトガル,リーガ・ポルトガル - 降格戦,2025-05-01 00:00:00+09,2025-12-29 00:00:00+09,34,https://www.flashscore.co.jp/soccer/portugal/liga-portugal/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
64,ポルトガル,リーガ・ポルトガル 2 - 降格戦,2025-05-01 00:00:00+09,2025-12-29 00:00:00+09,34,https://www.flashscore.co.jp/soccer/portugal/liga-portugal-2/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
65,メキシコ,リーガ MX - アペルトゥラ：プレーオフ,2025-09-24 00:00:00+09,2025-10-11 00:00:00+09,17,https://www.flashscore.co.jp/soccer/mexico/liga-mx/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
66,メキシコ,ﾘｰｶﾞ･ﾃﾞ･ｴｸｽﾊﾟﾝｼｵﾝ MX - アペルトゥラ：プレーオフ,2025-09-15 00:00:00+09,2025-10-11 00:00:00+09,15,https://www.flashscore.co.jp/soccer/mexico/liga-de-expansion-mx/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
67,メキシコ,ﾘｰｶﾞ･ﾌﾟﾚﾐｴﾙ･ｾﾘｴ A - アペルトゥーラ・リザーブズ：プレーオフ,2025-10-01 00:00:00+09,2025-11-25 00:00:00+09,26,https://www.flashscore.co.jp/soccer/mexico/liga-premier-serie-a/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
68,メキシコ,ﾘｰｶﾞ･ﾌﾟﾚﾐｴﾙ･ｾﾘｴ B - アペルトゥラ：プレーオフ,2025-10-01 00:00:00+09,2025-11-17 00:00:00+09,18,https://www.flashscore.co.jp/soccer/mexico/liga-premier-serie-b/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
69,メキシコ,リーガ MX U23 - アペルトゥラ：プレーオフ,2025-09-24 00:00:00+09,2025-10-11 00:00:00+09,17,https://www.flashscore.co.jp/soccer/mexico/liga-mx-u21/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
70,メキシコ,リーガ MX｜女子 - アペルトゥラ：プレーオフ,2025-09-24 00:00:00+09,2025-10-11 00:00:00+09,17,https://www.flashscore.co.jp/soccer/mexico/liga-mx-women/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
71,韓国,K リーグ 1 - チャンピオンシップグループ,2025-09-14 00:00:00+09,2025-10-18 00:00:00+09,33,https://www.flashscore.co.jp/soccer/south-korea/k-league-1/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
72,中国,中国スーパーリーグ,2025-09-14 00:00:00+09,2025-11-22 00:00:00+09,30,https://www.flashscore.co.jp/soccer/china/super-league/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
73,日本,J1 リーグ,2025-09-15 00:00:00+09,2026-06-12 00:00:00+09,38,https://www.flashscore.co.jp/soccer/japan/j1-league/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
74,日本,J2 リーグ,2025-09-14 00:00:00+09,2025-11-29 00:00:00+09,38,https://www.flashscore.co.jp/soccer/japan/j2-league/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
75,日本,J3 リーグ,2025-02-15 00:00:00+09,2025-11-29 00:00:00+09,38,https://www.flashscore.co.jp/soccer/japan/j3-league/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
76,日本,WEリーグ,2025-09-14 00:00:00+09,2025-12-20 00:00:00+09,14,https://www.flashscore.co.jp/soccer/japan/we-league-women/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
77,日本,なでしこリーグ,2025-09-15 00:00:00+09,2025-12-10 00:00:00+09,22,https://www.flashscore.co.jp/soccer/japan/nadeshiko-league-women/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
78,日本,WEリーグカップ - プレーオフ,2025-10-25 00:00:00+09,2025-11-30 00:00:00+09,2,https://www.flashscore.co.jp/soccer/japan/we-league-cup-women/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
79,メキシコ,リーガ MX｜女子,2025-09-24 00:00:00+09,2025-10-11 00:00:00+09,17,https://www.flashscore.co.jp/soccer/mexico/mx/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
80,メキシコ,リーガ MX U21,2025-09-24 00:00:00+09,2025-10-11 00:00:00+09,17,https://www.flashscore.co.jp/soccer/mexico/mx-u21/fixtures/,0,bm_user,2025-10-01 13:48:21+09,bm_user,2025-10-01 13:48:21+09
